date,state,orders,revenue,ad_spend
2024-11-06,MI,36,2212.24,62.42
2024-11-06,NC,58,3288.66,87.58
2024-11-06,NY,111,6737.74,1202.25
2024-11-06,OH,59,3614.49,39.58
2024-11-06,PA,70,4413.26,117.84
2024-11-06,TX,104,5953.95,1032.87
2024-11-07,CA,157,9199.82,1560.66
2024-11-07,FL,103,5779.63,60.0
2024-11-07,GA,58,3276.83,101.36
2024-11-07,IL,76,4595.45,126.37
2024-11-07,MI,30,1872.3,52.53
2024-11-07,NC,54,3207.27,47.2
2024-11-07,NY,128,7370.08,1227.3
2024-11-07,OH,57,3508.71,101.02
2024-11-07,PA,62,3711.08,33.81
2024-11-07,TX,112,7022.36,1163.85
2024-11-08,CA,159,9630.97,1390.49
2024-11-08,FL,115,7119.34,99.31
2024-11-08,GA,57,3337.62,32.33
2024-11-08,IL,76,4849.35,62.29
2024-11-08,MI,32,1918.83,19.82
2024-11-08,NC,56,3156.14,64.39
2024-11-08,NY,134,7631.25,1193.67
2024-11-08,OH,56,3454.62,45.91
2024-11-08,PA,67,4007.77,85.68
2024-11-08,TX,113,7126.19,1112.57
2024-11-09,CA,183,11258.85,1739.05
2024-11-09,FL,116,7100.61,135.88
2024-11-09,GA,65,3853.34,63.26
2024-11-09,IL,87,4989.61,74.08
2024-11-09,MI,39,2418.13,44.49
2024-11-09,NC,59,3662.84,100.29
2024-11-09,NY,157,9014.58,1263.68
2024-11-09,OH,64,4094.26,88.6
2024-11-09,PA,72,4453.72,65.58
2024-11-09,TX,118,7229.01,1288.89
2024-11-10,CA,184,11709.55,1572.58
2024-11-10,FL,115,6665.61,184.73
2024-11-10,GA,63,3729.15,74.44
2024-11-10,IL,83,4872.51,97.56
2024-11-10,MI,34,2024.77,44.28
2024-11-10,NC,65,4031.28,109.3
2024-11-10,NY,143,8772.72,1243.23
2024-11-10,OH,71,4129.75,121.82
2024-11-10,PA,81,4691.87,67.91
2024-11-10,TX,123,7535.55,1022.35
2024-11-11,CA,139,7806.14,1387.31
2024-11-11,FL,104,5998.18,111.06
2024-11-11,GA,51,3225.83,75.45
2024-11-11,IL,66,3712.64,74.26
2024-11-11,MI,31,1797.17,28.7
2024-11-11,NC,55,3168.13,61.3
2024-11-11,NY,107,6537.88,930.39
2024-11-11,OH,58,3673.32,91.39
2024-11-11,PA,64,3793.72,33.73
2024-11-11,TX,99,6179.89,832.37
2024-11-12,CA,149,8394.97,1638.17
2024-11-12,FL,98,5518.35,148.67
2024-11-12,GA,59,3383.18,73.26
2024-11-12,IL,73,4295.87,67.18
2024-11-12,MI,30,1801.76,37.72
2024-11-12,NC,59,3522.03,75.53
2024-11-12,NY,112,7163.64,922.21
2024-11-12,OH,53,2993.78,59.08
2024-11-12,PA,70,4017.57,114.0
2024-11-12,TX,102,6288.03,994.62
2024-11-13,CA,145,8284.2,1538.65
2024-11-13,FL,106,6699.39,106.85
2024-11-13,GA,51,2869.19,80.49
2024-11-13,IL,70,4227.97,68.13
2024-11-13,MI,33,2095.47,37.61
2024-11-13,NC,58,3456.12,40.74
2024-11-13,NY,115,6686.79,1113.77
2024-11-13,OH,62,3597.6,32.12
2024-11-13,PA,74,4413.95,86.34
2024-11-13,TX,100,5810.56,923.29
2024-11-14,CA,157,9877.11,1474.26
2024-11-14,FL,105,6319.62,147.97
2024-11-14,GA,55,3213.78,56.05
2024-11-14,IL,68,3871.03,93.49
2024-11-14,MI,31,1811.53,28.21
2024-11-14,NC,58,3583.29,56.83
2024-11-14,NY,122,7434.52,1335.35
2024-11-14,OH,58,3329.43,79.08
2024-11-14,PA,70,4437.69,50.0
2024-11-14,TX,107,6149.53,1025.85
2024-11-15,CA,155,9795.48,1652.7
2024-11-15,FL,107,6462.3,145.78
2024-11-15,GA,58,3357.81,90.51
2024-11-15,IL,71,4489.75,51.95
2024-11-15,MI,33,1956.81,40.24
2024-11-15,NC,57,3438.39,59.56
2024-11-15,NY,143,8018.13,1449.35
2024-11-15,OH,59,3651.58,93.43
2024-11-15,PA,71,4478.68,69.29
2024-11-15,TX,103,6584.85,1109.84
2024-11-16,CA,174,10551.51,1904.25
2024-11-16,FL,117,7452.42,169.18
2024-11-16,GA,65,3900.33,95.09
2024-11-16,IL,84,5048.27,78.56
2024-11-16,MI,33,1928.23,52.62
2024-11-16,NC,62,3791.38,57.92
2024-11-16,NY,146,9317.28,1199.1
2024-11-16,OH,62,3933.56,60.18
2024-11-16,PA,77,4690.91,124.52
2024-11-16,TX,112,7069.69,1098.91
2024-11-17,CA,172,10073.18,1575.43
2024-11-17,FL,132,8297.16,163.31
2024-11-17,GA,60,3620.52,77.54
2024-11-17,IL,84,5152.06,114.26
2024-11-17,MI,35,2233.96,23.98
2024-11-17,NC,67,3848.76,37.3
2024-11-17,NY,148,8838.46,1408.11
2024-11-17,OH,71,4158.78,85.21
2024-11-17,PA,79,4635.63,113.0
2024-11-17,TX,127,8070.63,1244.84
2024-11-18,CA,140,8123.77,1190.57
2024-11-18,FL,109,6647.3,136.56
2024-11-18,GA,53,3358.97,45.08
2024-11-18,IL,62,3844.01,76.24
2024-11-18,MI,26,1624.89,30.71
2024-11-18,NC,49,2836.51,61.41
2024-11-18,NY,110,6829.38,1090.25
2024-11-18,OH,56,3428.99,38.13
2024-11-18,PA,65,3792.92,77.08
2024-11-18,TX,104,6201.77,1036.44
2024-11-19,CA,146,8661.95,1354.14
2024-11-19,FL,103,5819.89,177.16
2024-11-19,GA,50,2818.44,65.73
2024-11-19,IL,71,4300.69,116.04
2024-11-19,MI,28,1771.24,36.18
2024-11-19,NC,59,3453.09,104.57
2024-11-19,NY,123,7027.16,1107.3
2024-11-19,OH,54,3382.52,87.85
2024-11-19,PA,68,3957.47,101.16
2024-11-19,TX,96,5744.18,875.04
2024-11-20,CA,145,8311.13,1180.28
2024-11-20,FL,100,5957.51,162.49
2024-11-20,GA,51,3147.34,88.73
2024-11-20,IL,70,4263.67,113.52
2024-11-20,MI,29,1698.19,47.25
2024-11-20,NC,57,3430.83,42.2
2024-11-20,NY,115,6870.35,1024.33
2024-11-20,OH,61,3820.16,40.86
2024-11-20,PA,72,4251.62,54.42
2024-11-20,TX,98,6121.47,920.83
2024-11-21,CA,147,8849.13,1512.86
2024-11-21,FL,107,6216.13,146.1
2024-11-21,GA,60,3374.89,35.44
2024-11-21,IL,75,4454.63,72.17
2024-11-21,MI,28,1674.4,26.57
2024-11-21,NC,57,3606.16,37.26
2024-11-21,NY,127,7819.72,1198.82
2024-11-21,OH,55,3448.48,52.88
2024-11-21,PA,67,3767.81,119.15
2024-11-21,TX,102,6151.42,988.18
2024-11-22,CA,168,9814.9,1780.3
2024-11-22,FL,116,7239.19,127.84
2024-11-22,GA,59,3370.01,100.81
2024-11-22,IL,68,4126.96,90.98
2024-11-22,MI,26,1558.21,23.19
2024-11-22,NC,61,3732.81,62.9
2024-11-22,NY,121,6999.4,1098.1
2024-11-22,OH,58,3698.68,87.11
2024-11-22,PA,71,4505.71,111.29
2024-11-22,TX,105,6372.66,1087.62
2024-11-23,CA,166,9916.7,1468.66
2024-11-23,FL,125,7137.88,223.43
2024-11-23,GA,65,3705.12,70.27
2024-11-23,IL,82,5180.54,100.11
2024-11-23,MI,32,2042.68,18.93
2024-11-23,NC,62,3529.4,34.07
2024-11-23,NY,149,9447.46,1305.76
2024-11-23,OH,65,3908.79,84.47
2024-11-23,PA,81,5050.69,115.17
2024-11-23,TX,117,6902.9,1141.66
2024-11-24,CA,188,11347.62,1661.52
2024-11-24,FL,125,7621.43,149.78
2024-11-24,GA,64,4035.31,54.87
2024-11-24,IL,80,5066.74,91.34
2024-11-24,MI,39,2397.39,29.11
2024-11-24,NC,68,3993.89,112.34
2024-11-24,NY,140,7850.3,1419.74
2024-11-24,OH,67,4194.09,36.4
2024-11-24,PA,78,4990.69,138.41
2024-11-24,TX,126,7550.76,1148.79
2024-11-25,CA,149,8576.8,1612.58
2024-11-25,FL,93,5758.92,155.57
2024-11-25,GA,50,2924.6,63.21
2024-11-25,IL,65,3782.5,42.46
2024-11-25,MI,31,1835.39,47.35
2024-11-25,NC,56,3464.39,55.81
2024-11-25,NY,112,6607.27,1047.27
2024-11-25,OH,58,3511.07,54.34
2024-11-25,PA,64,3636.81,83.33
2024-11-25,TX,95,5399.59,947.33
2024-11-26,CA,167,9894.97,1732.55
2024-11-26,FL,100,6307.19,132.25
2024-11-26,GA,56,3169.3,28.22
2024-11-26,IL,71,4058.04,97.68
2024-11-26,MI,29,1629.75,45.42
2024-11-26,NC,58,3277.64,60.52
2024-11-26,NY,117,6719.95,1173.0
2024-11-26,OH,63,3744.34,110.9
2024-11-26,PA,73,4594.09,108.95
2024-11-26,TX,105,5941.18,1020.75
2024-11-27,CA,162,9215.79,1573.02
2024-11-27,FL,108,6297.56,81.86
2024-11-27,GA,56,3443.67,76.48
2024-11-27,IL,75,4416.75,44.17
2024-11-27,MI,33,2050.64,48.81
2024-11-27,NC,58,3701.5,63.71
2024-11-27,NY,124,7149.33,1160.56
2024-11-27,OH,59,3534.95,30.24
2024-11-27,PA,70,4186.17,124.53
2024-11-27,TX,111,6848.98,1142.26
2024-11-28,CA,156,9180.87,1478.83
2024-11-28,FL,100,5779.38,134.24
2024-11-28,GA,53,3013.48,94.27
2024-11-28,IL,73,4296.04,78.0
2024-11-28,MI,31,1966.75,31.19
2024-11-28,NC,56,3346.9,53.74
2024-11-28,NY,128,7729.57,1306.94
2024-11-28,OH,59,3608.53,46.78
2024-11-28,PA,73,4409.98,128.03
2024-11-28,TX,105,6290.01,1005.59
2024-11-29,CA,153,8806.02,1321.14
2024-11-29,FL,106,6678.29,87.18
2024-11-29,GA,58,3433.8,45.26
2024-11-29,IL,67,4268.89,91.52
2024-11-29,MI,30,1777.86,36.08
2024-11-29,NC,61,3680.11,73.05
2024-11-29,NY,134,7963.15,1223.79
2024-11-29,OH,59,3660.76,63.58
2024-11-29,PA,74,4177.08,40.79
2024-11-29,TX,109,6561.99,981.63
2024-11-30,CA,176,11137.31,1446.78
2024-11-30,FL,119,7040.16,167.69
2024-11-30,GA,65,3846.93,42.46
2024-11-30,IL,76,4837.89,55.2
2024-11-30,MI,36,2204.62,20.5
2024-11-30,NC,67,3918.35,34.91
2024-11-30,NY,138,8650.84,1506.52
2024-11-30,OH,68,4129.74,105.15
2024-11-30,PA,82,5179.68,85.35
2024-11-30,TX,126,8001.28,1246.76
