date,state,orders,revenue,ad_spend
2024-11-06,MI,50,2888.09,73.95
2024-11-06,NC,41,2435.51,38.47
2024-11-06,NY,93,5237.58,879.9
2024-11-06,OH,48,2733.11,66.83
2024-11-06,PA,49,3123.13,58.22
2024-11-06,TX,89,5483.23,781.25
2024-11-07,CA,94,5273.8,958.79
2024-11-07,FL,125,7361.68,82.37
2024-11-07,GA,79,5027.69,96.54
2024-11-07,IL,74,4618.44,48.79
2024-11-07,MI,54,3439.23,47.98
2024-11-07,NC,38,2356.09,68.33
2024-11-07,NY,113,6580.46,1012.87
2024-11-07,OH,59,3492.37,87.89
2024-11-07,PA,62,3788.42,41.08
2024-11-07,TX,95,5999.87,895.19
2024-11-08,CA,103,6182.08,1033.56
2024-11-08,FL,126,7986.81,149.01
2024-11-08,GA,78,4384.72,71.65
2024-11-08,IL,86,5419.65,97.68
2024-11-08,MI,55,3202.64,80.37
2024-11-08,NC,32,1892.02,45.35
2024-11-08,NY,97,5940.21,943.23
2024-11-08,OH,62,3731.59,48.46
2024-11-08,PA,67,3828.83,33.88
2024-11-08,TX,95,5560.29,997.42
2024-11-09,CA,127,7822.2,1321.14
2024-11-09,FL,140,8510.75,170.59
2024-11-09,GA,97,5559.87,66.23
2024-11-09,IL,77,4912.83,56.15
2024-11-09,MI,61,3631.21,54.9
2024-11-09,NC,44,2545.18,25.03
2024-11-09,NY,138,7763.06,1157.78
2024-11-09,OH,64,3839.32,99.14
2024-11-09,PA,61,3649.55,54.08
2024-11-09,TX,129,8254.07,1347.59
2024-11-10,CA,116,7194.65,1030.11
2024-11-10,FL,158,9634.01,272.49
2024-11-10,GA,107,6786.46,62.9
2024-11-10,IL,98,5929.79,104.28
2024-11-10,MI,60,3710.7,92.93
2024-11-10,NC,35,2181.03,45.19
2024-11-10,NY,126,7562.61,1266.99
2024-11-10,OH,60,3439.84,103.56
2024-11-10,PA,62,3727.72,69.15
2024-11-10,TX,117,7329.83,1024.86
2024-11-11,CA,65,3860.35,692.47
2024-11-11,FL,130,8300.31,150.79
2024-11-11,GA,88,5130.98,112.61
2024-11-11,IL,59,3368.52,70.26
2024-11-11,MI,45,2576.49,53.43
2024-11-11,NC,31,1807.32,28.58
2024-11-11,NY,110,6992.57,990.68
2024-11-11,OH,51,3110.14,68.77
2024-11-11,PA,58,3638.36,57.36
2024-11-11,TX,82,5068.85,697.42
2024-11-12,CA,70,3942.91,613.59
2024-11-12,FL,135,8056.47,132.51
2024-11-12,GA,86,5488.14,131.65
2024-11-12,IL,65,3654.82,56.13
2024-11-12,MI,41,2466.49,53.95
2024-11-12,NC,34,1996.61,40.54
2024-11-12,NY,102,6070.78,1117.62
2024-11-12,OH,58,3325.3,82.99
2024-11-12,PA,47,2788.93,26.71
2024-11-12,TX,95,5680.67,842.11
2024-11-13,CA,134,7659.12,1448.97
2024-11-13,FL,115,6749.35,88.77
2024-11-13,GA,76,4422.1,92.33
2024-11-13,IL,68,4269.92,109.54
2024-11-13,MI,56,3428.22,94.07
2024-11-13,NC,38,2334.24,57.07
2024-11-13,NY,104,6635.05,1051.81
2024-11-13,OH,48,3068.91,82.2
2024-11-13,PA,65,4121.86,98.22
2024-11-13,TX,109,6215.73,891.71
2024-11-14,CA,102,5797.83,987.95
2024-11-14,FL,122,7149.21,88.19
2024-11-14,GA,83,4692.54,128.53
2024-11-14,IL,75,4580.17,103.17
2024-11-14,MI,48,2773.27,29.0
2024-11-14,NC,39,2384.68,32.8
2024-11-14,NY,106,6135.58,929.33
2024-11-14,OH,57,3229.09,32.48
2024-11-14,PA,59,3382.55,47.24
2024-11-14,TX,98,5623.13,816.67
2024-11-15,CA,90,5647.82,798.15
2024-11-15,FL,121,7631.15,149.26
2024-11-15,GA,82,5083.99,79.84
2024-11-15,IL,69,4243.38,111.51
2024-11-15,MI,54,3318.72,38.56
2024-11-15,NC,39,2293.09,44.74
2024-11-15,NY,121,7572.01,1078.64
2024-11-15,OH,56,3254.65,100.13
2024-11-15,PA,56,3475.44,43.8
2024-11-15,TX,108,6187.57,1004.69
2024-11-16,CA,87,4892.52,719.33
2024-11-16,FL,155,9328.78,222.03
2024-11-16,GA,89,5503.61,67.71
2024-11-16,IL,77,4539.95,50.42
2024-11-16,MI,59,3681.4,79.42
2024-11-16,NC,35,2154.05,52.49
2024-11-16,NY,123,7814.78,1092.63
2024-11-16,OH,65,3792.37,97.75
2024-11-16,PA,62,3859.71,88.28
2024-11-16,TX,123,7588.69,1060.09
2024-11-17,CA,135,8218.07,1406.74
2024-11-17,FL,156,9896.33,135.1
2024-11-17,GA,88,5368.06,141.55
2024-11-17,IL,85,5025.18,134.1
2024-11-17,MI,69,3984.02,92.79
2024-11-17,NC,48,3038.73,64.57
2024-11-17,NY,132,8095.24,1237.19
2024-11-17,OH,72,4512.43,74.95
2024-11-17,PA,68,3870.26,81.03
2024-11-17,TX,113,7154.45,976.25
2024-11-18,CA,126,7607.54,1065.93
2024-11-18,FL,117,7074.05,124.58
2024-11-18,GA,84,5048.82,127.47
2024-11-18,IL,67,3774.24,92.37
2024-11-18,MI,54,3311.98,46.13
2024-11-18,NC,41,2537.27,60.94
2024-11-18,NY,91,5584.75,866.58
2024-11-18,OH,50,3066.38,61.98
2024-11-18,PA,62,3506.35,89.86
2024-11-18,TX,80,5089.84,813.24
2024-11-19,CA,107,6217.09,937.16
2024-11-19,FL,130,8317.72,202.99
2024-11-19,GA,78,4468.87,122.31
2024-11-19,IL,69,3917.33,98.88
2024-11-19,MI,52,3123.34,73.69
2024-11-19,NC,34,2161.72,39.63
2024-11-19,NY,106,6608.86,957.78
2024-11-19,OH,61,3557.78,43.62
2024-11-19,PA,58,3381.04,35.79
2024-11-19,TX,105,6290.8,966.38
2024-11-20,CA,99,5995.35,1049.81
2024-11-20,FL,135,8418.33,239.6
2024-11-20,GA,82,5193.16,140.81
2024-11-20,IL,78,4820.74,53.56
2024-11-20,MI,48,2989.53,74.22
2024-11-20,NC,32,1924.24,19.47
2024-11-20,NY,132,7763.91,1220.4
2024-11-20,OH,51,3105.02,43.29
2024-11-20,PA,49,2782.73,86.4
2024-11-20,TX,107,6287.9,1156.67
2024-11-21,CA,132,8205.22,1074.82
2024-11-21,FL,134,8478.73,200.56
2024-11-21,GA,88,5509.01,72.19
2024-11-21,IL,70,3982.17,35.17
2024-11-21,MI,55,3215.9,44.32
2024-11-21,NC,52,2929.71,34.35
2024-11-21,NY,105,6277.33,985.44
2024-11-21,OH,57,3311.28,44.54
2024-11-21,PA,56,3554.88,32.23
2024-11-21,TX,82,4722.0,672.56
2024-11-22,CA,114,6479.07,925.59
2024-11-22,FL,124,7120.66,197.67
2024-11-22,GA,77,4801.91,102.47
2024-11-22,IL,75,4669.4,51.24
2024-11-22,MI,59,3461.01,52.52
2024-11-22,NC,39,2212.51,54.5
2024-11-22,NY,121,7388.54,972.3
2024-11-22,OH,54,3041.53,93.9
2024-11-22,PA,70,4229.87,93.65
2024-11-22,TX,124,7543.29,1144.4
2024-11-23,CA,123,7229.65,1007.94
2024-11-23,FL,137,8232.62,187.06
2024-11-23,GA,97,5937.86,132.85
2024-11-23,IL,82,4716.15,74.05
2024-11-23,MI,55,3325.8,56.53
2024-11-23,NC,38,2188.67,52.53
2024-11-23,NY,142,8004.86,1244.98
2024-11-23,OH,57,3348.83,60.15
2024-11-23,PA,71,4037.2,38.63
2024-11-23,TX,122,7455.67,1001.3
2024-11-24,CA,114,6840.66,1077.26
2024-11-24,FL,139,7936.16,221.72
2024-11-24,GA,91,5707.75,125.28
2024-11-24,IL,83,5046.37,80.16
2024-11-24,MI,56,3567.21,31.76
2024-11-24,NC,42,2671.33,45.33
2024-11-24,NY,126,8012.22,1347.9
2024-11-24,OH,62,3651.74,39.82
2024-11-24,PA,78,4382.65,134.57
2024-11-24,TX,114,7133.51,996.72
2024-11-25,CA,92,5629.93,960.11
2024-11-25,FL,113,7127.34,125.89
2024-11-25,GA,72,4417.4,43.8
2024-11-25,IL,60,3735.62,64.84
2024-11-25,MI,54,3368.04,60.64
2024-11-25,NC,39,2294.91,41.94
2024-11-25,NY,89,5259.22,740.31
2024-11-25,OH,49,2813.44,41.49
2024-11-25,PA,62,3859.57,32.95
2024-11-25,TX,105,5900.52,1019.2
2024-11-26,CA,116,6943.69,1108.34
2024-11-26,FL,115,7163.34,174.76
2024-11-26,GA,96,6048.45,51.82
2024-11-26,IL,56,3466.4,61.7
2024-11-26,MI,55,3247.5,47.96
2024-11-26,NC,35,2065.87,31.07
2024-11-26,NY,111,6376.83,1043.28
2024-11-26,OH,51,2979.1,85.53
2024-11-26,PA,56,3372.24,95.16
2024-11-26,TX,100,5817.94,1023.25
2024-11-27,CA,87,5406.34,808.04
2024-11-27,FL,127,7807.38,91.21
2024-11-27,GA,90,5054.1,84.73
2024-11-27,IL,74,4222.84,129.64
2024-11-27,MI,49,3049.2,55.16
2024-11-27,NC,41,2568.1,36.52
2024-11-27,NY,128,8113.51,1399.16
2024-11-27,OH,60,3710.57,79.72
2024-11-27,PA,55,3517.55,42.9
2024-11-27,TX,116,7346.37,1041.69
2024-11-28,CA,122,7603.58,1330.37
2024-11-28,FL,118,6989.85,77.97
2024-11-28,GA,81,4812.51,56.48
2024-11-28,IL,72,4317.93,36.22
2024-11-28,MI,54,3080.84,70.61
2024-11-28,NC,40,2420.31,29.05
2024-11-28,NY,104,6359.46,941.32
2024-11-28,OH,53,3086.05,89.42
2024-11-28,PA,55,3405.33,95.06
2024-11-28,TX,106,6375.88,1121.4
2024-11-29,CA,102,6041.59,1038.37
2024-11-29,FL,124,7649.1,74.62
2024-11-29,GA,91,5310.61,116.86
2024-11-29,IL,68,3848.44,91.85
2024-11-29,MI,57,3262.42,67.93
2024-11-29,NC,45,2851.81,44.41
2024-11-29,NY,106,6658.05,925.96
2024-11-29,OH,56,3165.04,100.28
2024-11-29,PA,51,3025.65,47.39
2024-11-29,TX,105,6045.81,919.75
2024-11-30,CA,136,8101.31,1119.56
2024-11-30,FL,140,8905.94,196.46
2024-11-30,GA,90,5472.33,65.21
2024-11-30,IL,81,4580.22,49.75
2024-11-30,MI,75,4663.08,92.61
2024-11-30,NC,43,2530.56,46.93
2024-11-30,NY,111,6545.42,938.37
2024-11-30,OH,59,3567.76,84.66
2024-11-30,PA,72,4477.21,57.08
2024-11-30,TX,119,6913.79,1275.96
