date,state,orders,revenue,ad_spend
2025-12-21,TX,101,6046,996
2025-12-21,NY,155,9786,1107
2025-12-21,FL,114,6891,831
2025-12-21,IL,92,5788,629
2025-12-21,PA,70,3875,469
2025-12-21,OH,70,4472,476
2025-12-21,GA,64,3488,588
2025-12-21,NC,58,3821,375
2025-12-21,MI,60,3781,370
2025-12-22,CA,128,7603,1419
2025-12-22,TX,89,5275,1021
2025-12-22,NY,148,8413,1096
2025-12-22,FL,100,5821,751
2025-12-22,IL,67,3751,559
2025-12-22,PA,59,3333,513
2025-12-22,OH,54,3098,458
2025-12-22,GA,55,3435,544
2025-12-22,NC,47,3022,415
2025-12-22,MI,48,2647,348
2025-12-23,CA,182,11835,1176
2025-12-23,TX,129,7162,945
2025-12-23,NY,132,8255,1069
2025-12-23,FL,105,6522,740
2025-12-23,IL,60,3433,603
2025-12-23,PA,51,3142,514
2025-12-23,OH,52,3130,443
2025-12-23,GA,59,3447,614
2025-12-23,NC,54,2918,395
2025-12-23,MI,43,2699,322
2025-12-24,CA,126,7346,1223
2025-12-24,TX,119,6737,973
2025-12-24,NY,116,6638,1116
2025-12-24,FL,102,6215,768
2025-12-24,IL,62,3604,586
2025-12-24,PA,57,3146,493
2025-12-24,OH,52,2886,426
2025-12-24,GA,68,3673,527
2025-12-24,NC,53,3300,396
2025-12-24,MI,47,2628,369
2025-12-25,CA,163,10082,1180
2025-12-25,TX,103,6679,996
2025-12-25,NY,132,7612,1148
2025-12-25,FL,93,5754,772
2025-12-25,IL,70,4181,599
2025-12-25,PA,60,3730,513
2025-12-25,OH,59,3765,452
2025-12-25,GA,70,3891,548
2025-12-25,NC,54,3390,408
2025-12-25,MI,45,2906,359
2025-12-26,CA,167,10527,1278
2025-12-26,TX,127,7076,1061
2025-12-26,NY,120,7416,1099
2025-12-26,FL,77,4738,824
2025-12-26,IL,74,4606,625
2025-12-26,PA,58,3202,492
2025-12-26,OH,49,2872,420
2025-12-26,GA,67,3730,545
2025-12-26,NC,48,2911,408
2025-12-26,MI,35,2217,336
2025-12-27,CA,167,10337,1092
2025-12-27,TX,120,7214,1004
2025-12-27,NY,151,8253,1054
2025-12-27,FL,144,8631,740
2025-12-27,IL,95,5807,623
2025-12-27,PA,47,3095,488
2025-12-27,OH,64,4117,445
2025-12-27,GA,68,4229,539
2025-12-27,NC,61,3858,350
2025-12-27,MI,53,3029,351
2025-12-28,CA,191,12123,1205
2025-12-28,TX,105,6301,947
2025-12-28,NY,127,6984,1143
2025-12-28,FL,98,5618,787
2025-12-28,IL,82,4628,633
2025-12-28,PA,73,4284,471
2025-12-28,OH,51,3171,418
2025-12-28,GA,89,5586,567
2025-12-28,NC,61,3357,394
2025-12-28,MI,44,2697,358
2025-12-29,CA,138,8679,1292
2025-12-29,TX,117,7303,1001
2025-12-29,NY,142,8559,1217
2025-12-29,FL,99,5544,737
2025-12-29,IL,80,4578,637
2025-12-29,PA,65,3533,472
2025-12-29,OH,51,2793,433
2025-12-29,GA,59,3241,515
2025-12-29,NC,43,2580,405
2025-12-29,MI,37,2111,343
2025-12-30,CA,170,10654,1247
2025-12-30,TX,106,5780,1006
2025-12-30,NY,132,7875,1069
2025-12-30,FL,91,5931,815
2025-12-30,IL,78,5067,570
2025-12-30,PA,57,3298,474
2025-12-30,OH,42,2405,468
2025-12-30,GA,69,4142,562
2025-12-30,NC,52,3310,393
2025-12-30,MI,54,2961,345
